"Istituzione","Contratto","Categoria","Stipendio","Ria","Tredicesima","Straordinario","Indennità Fisse","Altre Accessorie"
"C3253","RALN","CD","23973","296","2037","0","3720","305"
"C3255","RALN","CD","25378","0","2114","0","15709","0"
"C3256","RALN","CD","24277","421","2074","262","8014","2286"
"C3257","RALN","CD","22828","306","1944","0","5781","298"
"C3258","RALN","CD","25062","630","2932","0","12314","669"
"C3259","RALN","CD","24094","414","2372","156","5574","1449"
"C3260","RALN","CD","23995","445","2612","344","10962","422"
"C3261","RALN","CD","28343","501","2421","0","8583","1155"
"C3262","RALN","CD","23440","289","2249","285","3990","0"
"C3263","RALN","CD","23884","141","2308","592","3034","3018"
"C3265","RALN","CD","26511","1102","2301","0","13838","0"
"C3266","RALN","CD","21167","0","1764","0","13707","4414"
"C3267","RALN","CD","23271","125","1963","0","5931","1055"
"C3268","RALN","CD","24970","522","2146","761","9989","1084"
"C3270","RALN","CD","24005","212","2033","176","9105","497"
"C3273","RALN","CD","24525","718","2450","220","5763","1576"
"C3274","RALN","CD","25378","366","2698","100","12993","4486"
"C3275","RALN","CD","26086","0","2787","277","8271","1025"
"C3277","RALN","CD","23677","103","2254","160","5458","1766"
"C3278","RALN","CD","24400","166","2000","0","7023","301"
"C3279","RALN","CD","25378","0","2146","1332","813","844"
"C3280","RALN","CD","26511","534","2270","0","13222","0"
"C3281","RALN","CD","24570","0","2668","48","5952","3761"
"C3282","RALN","CD","28734","564","2442","0","21423","0"
"C3283","RALN","CD","27453","340","2317","79","6866","4755"
"C3285","RALN","CD","24338","181","2569","0","10528","0"
"C3286","RALN","CD","22204","97","1876","0","7807","0"
"C3287","RALN","CD","23583","167","2211","653","4406","1851"
"C3288","RALN","CD","24338","0","2375","0","4951","1609"
"C3289","RALN","CD","24959","525","2923","17","13005","1030"
"C3290","RALN","CD","25541","174","2652","226","8065","2417"
"C3291","RALN","CD","23089","188","2141","119","3818","2409"
"C3292","RALN","CD","24068","342","2488","0","6237","669"
"C3293","RALN","CD","28343","1323","2362","0","818","1351"
"C3295","RALN","CD","23600","178","2076","462","1616","4190"
"C3296","RALN","CD","27034","102","3055","0","15782","951"
"C3297","RALN","CD","21611","66","1837","0","3382","1784"
"C3298","RALN","CD","25075","344","2144","444","7731","1269"
"C3302","RALN","CD","26861","375","3037","297","9823","0"
"C3303","RALN","CD","24064","175","2560","244","8886","804"
"C3304","RALN","CD","22779","86","2490","16","9046","934"
"C3305","RALN","CD","25957","0","2767","122","9328","2164"
"C3306","RALN","CD","25378","0","2131","0","9389","0"
"C3307","RALN","CD","23214","165","1965","411","5498","2378"
"C3308","RALN","CD","22558","59","2291","92","6263","1661"
"C3309","RALN","CD","21457","0","1782","0","551","2137"
"C3310","RALN","CD","26341","191","2469","562","7684","0"
"C3312","RALN","CD","24273","264","2520","183","8314","1233"
"C3313","RALN","CD","22820","669","1957","0","10762","643"
"C3314","RALN","CD","23531","75","2166","499","3472","767"
"C3315","RALN","CD","25378","294","2155","396","9532","792"
"C3316","RALN","CD","24184","446","2066","210","6480","1386"
"C3318","RALN","CD","23867","69","2009","242","8690","1988"
"C3319","RALN","CD","26168","258","2212","423","12229","921"
"C3320","RALN","CD","25425","0","2142","1130","18304","90"
"C3321","RALN","CD","24959","281","2674","527","11901","1275"
"C3322","RALN","CD","21858","0","1835","0","14534","946"
"C3323","RALN","CD","25673","516","2634","2","7463","358"
"C3324","RALN","CD","27360","520","2835","2306","1224","1051"
"C3325","RALN","CD","26133","491","2835","424","11919","0"
"C3327","RALN","CD","24338","0","2872","0","13169","0"
"C3328","RALN","CD","23532","319","2903","0","14657","320"
"C3329","RALN","CD","25953","284","2792","351","9295","341"
"C3330","RALN","CD","25378","823","2532","0","8918","0"
"C3331","RALN","CD","24780","478","2954","0","13596","927"
"C3332","RALN","CD","23262","85","1960","0","5736","1340"
"C3333","RALN","CD","24948","432","2316","258","2733","3278"
"C3334","RALN","CD","22753","0","1910","0","10482","0"
"C3335","RALN","CD","21167","0","2549","0","10070","0"
"C3336","RALN","CD","24481","196","2159","251","2293","2288"
"C3339","RALN","CD","21789","1047","2533","149","9164","158"
"C3341","RALN","CD","26741","788","2294","0","7122","1431"
"C3342","RALN","CD","26511","0","2957","0","11966","1517"
"C3344","RALN","CD","24879","210","2423","14","5202","763"
"C3345","RALN","CD","24320","488","2474","0","5388","2202"
"C3346","RALN","CD","24338","575","2687","0","9342","0"
"C3349","RALN","CD","22749","308","2100","0","6739","1158"
"C3350","RALN","CD","25378","1041","2202","0","15183","0"
"C3351","RALN","CD","25378","213","2148","0","15213","515"
"C3353","RALN","CD","25378","558","2731","0","9259","0"
"C3354","RALN","CD","28575","0","2195","0","845","0"
"C3355","RALN","CD","22606","0","2558","0","10448","93"
"C3356","RALN","CD","26510","775","2790","0","7322","0"
"C3357","RALN","CD","24827","290","2393","232","5404","176"
"C3358","RALN","CD","25308","156","2440","370","4721","4898"
"C3359","RALN","CD","24582","108","2458","45","5446","1106"
"C3360","RALN","CD","23545","45","2518","666","7423","552"
"C3361","RALN","CD","25075","506","2810","152","10909","1002"
"C3362","RALN","CD","24714","271","2094","75","7801","556"
"C3363","RALN","CD","23974","16","1955","142","10505","1031"
"C3364","RALN","CD","24858","0","2712","0","10185","0"
"C3365","RALN","CD","24351","583","2503","908","7007","0"
"C3366","RALN","CD","25378","597","3010","0","10764","1078"
"C3369","RALN","CD","26549","257","2305","87","13664","569"
"C3368","RALN","CD","24338","849","2114","866","806","2172"
"C3370","RALN","CD","28521","305","3189","0","10067","0"
"C3371","RALN","CD","27014","459","2307","128","8660","226"
"C3372","RALN","CD","26511","0","2926","0","9221","0"
"C3373","RALN","CD","26969","323","2300","788","10186","3291"
"C3374","RALN","CD","24190","733","2076","795","1008","1986"
"C3375","RALN","CD","23017","30","2247","104","3394","20"
"C3376","RALN","CD","23416","341","2437","265","8545","1896"
"C3377","RALN","CD","23901","281","2616","246","8715","402"
"C3378","RALN","CD","23120","208","2251","153","5097","4622"
"C3379","RALN","CD","26263","1197","2547","0","4544","4355"
"C3381","RALN","CD","21167","1058","1764","1764","782","3016"
"C3382","RALN","CD","27342","248","2846","1117","8739","8866"
"C3383","RALN","CD","27370","475","2992","785","10528","3878"
"C3384","RALN","CD","22204","0","2729","0","13810","1415"
"C3386","RALN","CD","21167","0","2610","0","10782","0"
"C3387","RALN","CD","28343","538","3102","533","16760","437"
"C3389","RALN","CD","21167","354","1794","479","613","9374"
"C3390","RALN","CD","24377","334","2295","591","5772","1376"
"C3391","RALN","CD","28343","888","2468","990","11336","5960"
"C3394","RALN","CD","24685","335","2923","0","13746","0"
"C3392","RALN","CD","25120","393","2101","240","5818","2186"
"C3393","RALN","CD","23322","718","2013","703","6333","10236"
"C3395","RALN","CD","25337","2356","2792","605","8373","360"
"C3397","RALN","CD","21685","129","2285","269","7736","2143"
"C3396","RALN","CD","26245","367","2779","0","7383","1801"
"C3398","RALN","CD","22917","439","2083","750","2544","2014"
"C3399","RALN","CD","23392","327","2124","889","2363","3891"
"C3401","RALN","CD","23281","0","1955","0","12489","2433"
"C3404","RALN","CD","28343","893","3307","0","12741","0"
"C3406","RALN","CD","25197","593","2845","1181","11736","2209"
"C3407","RALN","CD","26341","358","2249","745","5959","707"
"C3409","RALN","CD","24891","412","2124","0","14867","1315"
"C3408","RALN","CD","22204","0","3095","0","20359","1500"
"C3410","RALN","CD","22823","183","1716","0","4285","969"
"C3412","RALN","CD","21167","350","2106","680","6250","12494"
"C3414","RALN","CD","24338","391","2077","0","16944","0"
"C3415","RALN","CD","23952","250","2023","514","3132","583"
"C3416","RALN","CD","25378","201","2187","409","8400","730"
"C3419","RALN","CD","28344","0","3387","190","12744","180"
"C3420","RALN","CD","25274","423","2599","580","8248","0"
"C3423","RALN","CD","22353","53","2309","641","7312","3391"
"C3424","RALN","CD","26511","631","3278","0","13836","1636"
"C3426","RALN","CD","24492","70","2407","39","6339","1655"
"C3427","RALN","CD","24740","380","2115","142","6235","1109"
"C8279","RALN","CD","24615","394","2112","102","6695","2172"
"C3429","RALN","CD","21686","138","1832","0","786","2353"
"C3431","RALN","CD","25378","0","2548","0","5819","2281"
"C3433","RALN","CD","22071","0","1833","0","6130","167"
"C3434","RALN","CD","24338","574","2530","0","7351","1335"
"C3432","RALN","CD","24324","128","2049","55","8951","1011"
"C3020","RALN","CD","23973","544","2586","19","10286","0"
"C3435","RALN","CD","23627","173","2449","240","7666","2602"
"C3436","RALN","CD","24222","347","2415","189","6331","1029"
"C3437","RALN","CD","25378","0","2669","0","9025","0"
"C3438","RALN","CD","24338","624","2095","0","10677","3255"
"C3439","RALN","CD","23485","243","2372","240","6617","1220"
"C3440","RALN","CD","24338","260","2028","0","11134","0"
"C3441","RALN","CD","22624","172","2288","203","6269","434"
"C3442","RALN","CD","20961","0","1937","0","932","0"
"C3445","RALN","CD","23271","242","1974","0","15919","0"
"C3446","RALN","CD","25409","135","2886","0","9843","427"
"C3444","RALN","CD","26744","0","2246","0","16921","361"
"C3447","RALN","CD","24065","214","2683","49","10316","1542"
"C3448","RALN","CD","23791","492","2603","0","9131","0"
"C3449","RALN","CD","24339","0","2044","0","806","0"
"C3450","RALN","CD","26252","518","2205","0","3701","2074"
"C3451","RALN","CD","26511","0","2941","689","11726","0"
"C3453","RALN","CD","23562","572","2024","501","9097","0"
"C3454","RALN","CD","26228","289","2226","0","15371","179"
"C3455","RALN","CD","22204","803","1931","0","789","0"
"C3456","RALN","CD","24608","268","2608","44","9301","2289"
"C3457","RALN","CD","22915","564","2771","0","12333","257"
"C3458","RALN","CD","24608","239","2729","179","11850","958"
"C3459","RALN","CD","24153","57","2567","753","8988","1253"
"C3462","RALN","CD","26511","0","2209","0","7623","0"
"C3463","RALN","CD","22998","172","1952","157","785","7600"
"C3465","RALN","CD","23498","427","2674","0","10949","295"
"C3466","RALN","CD","24838","472","2361","614","4319","3098"
"C3467","RALN","CD","23708","485","2037","0","8703","2510"
"C3468","RALN","CD","28343","0","3694","0","13299","179"
"C3469","RALN","CD","25378","664","2604","0","6915","0"
"C3470","RALN","CD","23409","353","2626","153","10933","504"
"C3471","RALN","CD","22369","150","2135","691","4655","1407"
"C3473","RALN","CD","24354","186","2611","23","9210","911"
"C3476","RALN","CD","27579","43","3076","0","11387","1000"
"C3477","RALN","CD","22204","96","1858","0","16439","295"
"C3478","RALN","CD","24338","457","2081","527","9648","2010"
"C3480","RALN","CD","26133","355","2779","0","7347","709"
"C3481","RALN","CD","23604","179","2286","35","4749","5290"
"C3482","RALN","CD","25378","712","2578","0","7369","249"
"C10950","RALN","CD","22915","384","1956","0","9260","1075"
"C3485","RALN","CD","24755","680","3005","0","12731","97"
"C3486","RALN","CD","25084","0","2090","0","13020","773"
"C3487","RALN","CD","23974","521","2672","0","10479","511"
"C3489","RALN","CD","24977","625","2414","118","5013","846"
"C3488","RALN","CD","24145","432","2289","1080","4437","4923"
"C3490","RALN","CD","24338","0","2044","626","7736","0"
"C3491","RALN","CD","26511","0","2241","0","9572","385"
"C3492","RALN","CD","21582","399","1722","0","5015","962"
"C3493","RALN","CD","28338","419","2429","0","13747","6425"
"C3495","RALN","CD","25378","1164","2228","0","805","0"
"C3499","RALN","CD","23764","296","2232","245","4364","481"
"C3500","RALN","CD","22435","204","2454","121","7411","1286"
"C3501","RALN","CD","25125","319","2726","561","7900","1368"
"C3502","RALN","CD","24393","190","2060","0","6172","0"
"C3503","RALN","CD","24338","940","3505","1754","10356","0"
"C3504","RALN","CD","21513","324","1833","33","5798","1270"
"C3508","RALN","CD","26167","138","2656","0","14007","60"
"C3509","RALN","CD","25034","356","2132","240","16003","242"
"C3511","RALN","CD","21686","263","2150","1515","6034","1952"
"C3513","RALN","CD","23827","0","2537","0","7823","426"
"C3515","RALN","CD","21167","0","1839","0","1338","3167"
"C3517","RALN","CD","24338","723","2089","0","11699","0"
"C3518","RALN","CD","26511","0","3219","0","13070","0"
"C3520","RALN","CD","25755","640","2931","0","11618","111"
"C3521","RALN","CD","24338","0","2728","0","9899","0"
"C3522","RALN","CD","25097","425","2375","301","4579","1632"
"C3523","RALN","CD","21167","396","2318","0","6874","0"
"C3524","RALN","CD","24104","650","2318","172","4198","2327"
"C3525","RALN","CD","24659","363","2896","242","10488","1911"
"C3526","RALN","CD","26431","467","2530","723","4067","2943"
"C3527","RALN","CD","23603","67","2168","209","3140","1665"
"C3528","RALN","CD","23469","592","2392","585","5955","1230"
"C3529","RALN","CD","26969","421","2539","353","5652","755"
"C3530","RALN","CD","24618","372","2083","80","4267","1228"
"C3532","RALN","CD","22220","332","2251","0","5451","880"
"C3533","RALN","CD","25945","357","2769","553","7371","179"
"C3534","RALN","CD","24338","261","2065","996","15482","348"
"C3535","RALN","CD","23527","159","2171","177","3672","1824"
"C3536","RALN","CD","24338","123","2053","65","805","4635"
"C3537","RALN","CD","24929","180","2931","60","10347","3303"
"C3538","RALN","CD","23627","0","2500","0","7950","2926"
"C3540","RALN","CD","27368","888","2755","454","6709","5878"
"C3541","RALN","CD","26695","871","2630","0","4961","1142"
"C3542","RALN","CD","24013","246","2044","842","4835","1540"
"C3543","RALN","CD","25787","0","3043","307","14596","5955"
"C3544","RALN","CD","24338","717","3096","0","11731","0"
"C3545","RALN","CD","22689","194","2319","442","5688","1954"
"C3546","RALN","CD","24759","279","2431","323","5732","801"
"C3547","RALN","CD","23281","394","2461","525","7743","2425"
"C3548","RALN","CD","27122","617","2635","0","4449","0"
"C3549","RALN","CD","24348","123","2781","211","14055","1899"
"C3550","RALN","CD","24048","132","2289","0","4800","311"
"C3551","RALN","CD","25755","895","2237","153","11229","1330"
"C3555","RALN","CD","25378","277","3098","115","14206","180"
"C3552","RALN","CD","22204","121","2272","0","6848","0"
"C3553","RALN","CD","24698","330","2085","0","5225","733"
"C3556","RALN","CD","21252","146","2225","1175","7385","1511"
"C3560","RALN","CD","22204","0","1850","1261","11858","0"
"C3561","RALN","CD","23262","419","1973","0","6200","0"
"C3557","RALN","CD","24243","459","2082","0","14794","0"
"C3563","RALN","CD","24098","604","2458","0","6670","1534"
"C3558","RALN","CD","27247","304","2840","119","8463","1520"
"C3559","RALN","CD","21167","192","2472","0","8950","0"
"C3564","RALN","CD","26690","623","3435","116","17641","0"
"C3565","RALN","CD","26511","663","1834","32","11594","1556"
"C3566","RALN","CD","22398","0","1868","0","11048","244"
"C3567","RALN","CD","24309","224","2228","579","3478","1931"
"C3568","RALN","CD","24338","483","3071","0","15817","0"
"C3569","RALN","CD","22676","238","2040","563","2613","2423"
"C3570","RALN","CD","24351","57","2391","0","4799","473"
"C3571","RALN","CD","27342","305","2852","323","7337","1632"
"C3572","RALN","CD","22900","7","2435","2","8271","2192"
"C3573","RALN","CD","23756","448","2310","354","4438","3742"
"C3574","RALN","CD","22570","25","2608","654","11578","397"
"C3576","RALN","CD","27039","654","3221","0","10960","0"
"C3577","RALN","CD","25378","710","2786","0","9905","0"
"C3578","RALN","CD","23210","51","2241","90","5920","1626"
"C3579","RALN","CD","22952","259","2144","620","3862","1715"
"C3580","RALN","CD","25378","227","2150","154","13032","96"
"C3583","RALN","CD","22570","0","2202","432","5299","956"
"C3584","RALN","CD","24666","142","2111","1155","1348","2180"
"C3586","RALN","CD","21512","0","1806","356","3182","2852"
"C3587","RALN","CD","24730","170","2933","520","9296","274"
"C3588","RALN","CD","23285","22","1957","0","4691","1746"
"C3589","RALN","CD","26511","859","3222","0","14579","969"
"C3591","RALN","CD","24922","236","2250","315","2948","1027"
"C3592","RALN","CD","24715","252","2252","410","2756","1593"
"C3593","RALN","CD","23928","431","2279","388","4509","1279"
"C3594","RALN","CD","22204","219","1883","0","12190","0"
"C3595","RALN","CD","26366","251","2768","0","13816","100"
"C3598","RALN","CD","24483","145","2708","54","10488","1075"
"C3599","RALN","CD","25378","363","3176","0","16298","6181"
"C3601","RALN","CD","28343","657","3065","0","10082","0"
"C3603","RALN","CD","25557","629","2883","0","9028","2745"
"C3605","RALN","CD","24117","51","2596","61","9518","2214"
"C3607","RALN","CD","24338","918","2812","0","9114","0"
"C3608","RALN","CD","23801","431","2055","0","13758","635"
"C3609","RALN","CD","25008","219","2118","0","10355","391"
"C3610","RALN","CD","24287","340","2042","68","6734","494"
"C3612","RALN","CD","25066","0","2791","804","9322","0"
"C3613","RALN","CD","24065","323","1995","0","3579","1360"
"C3615","RALN","CD","25756","525","2807","584","7967","6363"
"C3618","RALN","CD","27762","1081","2775","551","6994","3888"
"C3619","RALN","CD","28343","644","2433","0","8336","0"
"C3620","RALN","CD","24806","568","2710","608","8044","229"
"C3621","RALN","CD","26968","167","2276","70","11350","3448"
"C3623","RALN","CD","23647","156","1987","87","853","61"
"C3624","RALN","CD","23356","225","2335","0","5268","403"
"C3625","RALN","CD","24616","281","2809","0","9533","4764"
"C3626","RALN","CD","24665","76","2736","0","9203","0"
"C3629","RALN","CD","25376","247","2496","1990","5240","1634"
"C3634","RALN","CD","23277","40","2818","247","12907","0"
"C3631","RALN","CD","24696","439","2307","573","4541","972"
"C3628","RALN","CD","24389","176","2594","229","7297","3313"
"C3637","RALN","CD","24417","294","2075","793","3924","754"
"C3635","RALN","CD","25157","410","2699","290","7047","3371"
"C3636","RALN","CD","23811","207","2063","0","4194","1605"
"C3627","RALN","CD","24451","711","2006","9","3578","2289"
"C3640","RALN","CD","24338","445","2438","0","6297","800"
"C3641","RALN","CD","23281","165","1968","460","8013","0"
"C3642","RALN","CD","23271","0","1954","0","798","4500"
"C3639","RALN","CD","24471","242","2075","266","5402","1642"
"C3632","RALN","CD","22204","98","2733","0","13916","834"
"C3644","RALN","CD","28343","0","3279","0","14326","179"
"C3645","RALN","CD","26511","730","3241","1996","14563","2123"
"C3646","RALN","CD","25378","719","2852","706","8696","48"
"C3647","RALN","CD","26076","407","3216","0","16053","0"
"C3653","RALN","CD","22931","0","2402","345","7798","930"
"C3654","RALN","CD","26122","289","1886","0","4012","0"
"C3655","RALN","CD","22204","311","2004","2705","2331","1542"
"C3656","RALN","CD","22224","151","1878","533","790","5057"
"C3657","RALN","CD","22449","120","1894","71","9771","301"
"C3659","RALN","CD","23512","242","2215","512","4216","2002"
"C3660","RALN","CD","22915","141","1941","1542","3955","1712"
"C3661","RALN","CD","25378","690","2172","0","5788","0"
"C3663","RALN","CD","24659","219","2762","69","11306","791"
"C3664","RALN","CD","23429","174","1981","55","9457","2407"
"C3665","RALN","CD","24043","359","2181","351","2936","1790"
"C2101","RALN","CD","23329","218","1960","568","2405","3627"
"C3611","RALN","CD","23281","338","2534","0","11586","0"
"C3666","RALN","CD","24338","1010","2112","816","7715","600"
"C3667","RALN","CD","24316","937","2447","0","5466","0"
"C3671","RALN","CD","23271","0","2947","0","15621","346"
"C3695","RALN","CD","23661","197","2814","200","13049","456"
"C3697","RALN","CD","24332","0","2033","86","10599","6869"
"C3701","RALN","CD","22776","69","2158","208","4584","904"
"C3728","RALN","CD","24084","281","2165","513","3348","2197"
"C3753","RALN","CD","25378","0","2131","127","13725","0"
"C3669","RALN","CD","25066","566","2171","163","18744","1002"
"C3670","RALN","CD","23271","400","2539","0","9204","0"
"C3672","RALN","CD","23280","363","2231","264","4652","1215"
"C3673","RALN","CD","25014","263","2106","797","5633","1580"
"C3674","RALN","CD","26274","110","2194","420","5914","337"
"C3676","RALN","CD","23930","185","2010","357","8111","1810"
"C8249","RALN","CD","24917","213","2639","99","10888","3540"
"C3677","RALN","CD","23281","0","1955","0","798","14635"
"C3678","RALN","CD","25363","784","2709","0","8521","0"
"C3680","RALN","CD","21686","0","2148","74","4870","1250"
"C3681","RALN","CD","22915","446","2954","0","14683","0"
"C3682","RALN","CD","24074","227","2040","0","6398","0"
"C3683","RALN","CD","22309","560","1946","0","5187","3595"
"C3684","RALN","CD","24781","401","2839","0","12309","0"
"C3687","RALN","CD","24861","246","2835","73","9483","300"
"C3688","RALN","CD","25631","255","2505","161","6135","1288"
"C3690","RALN","CD","25945","807","2179","0","12326","0"
"C3691","RALN","CD","21686","291","1845","1035","5968","7149"
"C3686","RALN","CD","26511","470","2831","208","8359","90"
"C3694","RALN","CD","24733","138","2455","0","6463","684"
"C3696","RALN","CD","25062","597","2880","0","9565","0"
"C3698","RALN","CD","22643","242","2388","703","6243","1078"
"C3699","RALN","CD","24858","598","2815","0","11040","1164"
"C8245","RALN","CD","24433","573","2103","555","850","1201"
"C3700","RALN","CD","22224","0","1866","0","6258","787"
"C3702","RALN","CD","23273","298","1986","0","5676","0"
"C3703","RALN","CD","24233","309","2537","130","7913","455"
"C3704","RALN","CD","25378","0","2115","0","6304","0"
"C3706","RALN","CD","22920","483","2018","496","1275","652"
"C3707","RALN","CD","24338","0","2043","0","806","5614"
"C3708","RALN","CD","24368","769","2504","0","7163","0"
"C3709","RALN","CD","22589","316","2378","57","7939","1303"
"C3710","RALN","CD","24250","322","2063","0","7507","2727"
"C3711","RALN","CD","23801","184","1999","0","2110","8131"
"C2401","RALN","CD","23097","127","1939","327","4786","2188"
"C3713","RALN","CD","24192","476","2862","0","11115","2171"
"C3714","RALN","CD","21997","234","2381","5","8952","915"
"C3715","RALN","CD","25378","794","2197","442","7313","0"
"C3716","RALN","CD","28521","955","3152","0","9144","0"
"C3717","RALN","CD","21167","0","1764","675","5959","0"
"C492","RALN","CD","22545","126","1966","301","1941","2503"
"C3718","RALN","CD","24402","239","2068","663","3161","783"
"C8244","RALN","CD","23327","242","2278","234","4208","1209"
"C3729","RALN","CD","28407","614","2436","0","12943","2085"
"C3725","RALN","CD","23273","0","2819","0","11358","368"
"C3730","RALN","CD","22204","0","2341","0","8063","1872"
"C3731","RALN","CD","25081","413","2349","531","4770","2088"
"C3732","RALN","CD","22204","791","1930","0","6576","0"
"C3733","RALN","CD","24078","414","2071","539","8471","1662"
"C3734","RALN","CD","25627","290","2180","768","7996","2834"
"C3736","RALN","CD","23671","228","1989","1221","8653","363"
"C3737","RALN","CD","25158","666","2152","718","2985","3907"
"C3739","RALN","CD","21685","189","2402","0","9530","3116"
"C3740","RALN","CD","28343","714","2421","0","6018","0"
"C3743","RALN","CD","24516","0","1850","0","8621","0"
"C3742","RALN","CD","22520","279","2579","0","5930","0"
"C3745","RALN","CD","21491","0","1764","0","10782","0"
"C3746","RALN","CD","24969","611","2553","265","6520","2471"
"C3747","RALN","CD","22202","0","2562","345","8798","1501"
"C3748","RALN","CD","28343","669","2418","0","18474","15175"
"C3749","RALN","CD","23839","54","2006","0","13302","0"
"C3750","RALN","CD","22915","455","1962","0","913","3852"
"C3751","RALN","CD","24526","343","2231","400","1825","412"
"C3752","RALN","CD","23375","0","2720","458","12439","40"
"C3756","RALN","CD","23179","0","2444","135","4476","1872"
"C3757","RALN","CD","25844","644","3112","0","11697","1088"
"C3758","RALN","CD","24525","297","2654","0","11549","474"
"C3759","RALN","CD","22204","587","2103","0","3098","0"
"C3760","RALN","CD","25425","582","2427","265","4291","662"
"C3762","RALN","CD","25300","517","2623","460","8403","2438"
"C3763","RALN","CD","24119","303","2404","388","5237","740"
"C3765","RALN","CD","26321","325","2218","638","4535","3407"
"C3764","RALN","CD","26511","878","3318","0","13136","881"
"C3766","RALN","CD","24298","218","2138","228","2102","909"
"C3767","RALN","CD","27414","398","2318","380","14221","1625"
"C3768","RALN","CD","22254","0","2182","0","11857","173"
"C3769","RALN","CD","24956","317","2318","154","3885","4088"
"C3770","RALN","CD","23740","311","2244","723","3381","2853"
"C3771","RALN","CD","24197","115","2041","453","5941","2901"
"C3773","RALN","CD","23862","170","2212","316","4044","1027"
"C3774","RALN","CD","26511","712","2285","0","4988","13250"
"C3775","RALN","CD","23271","694","2709","1248","9577","13"
"C3776","RALN","CD","25110","223","2125","85","13560","94"
"C3777","RALN","CD","24338","534","2076","0","8552","862"
"C3778","RALN","CD","25378","624","2952","0","11044","0"
"C3780","RALN","CD","23910","213","2341","66","5780","2753"
"C3781","RALN","CD","28343","839","3045","0","10183","0"
"C3782","RALN","CD","28343","57","2384","0","830","2661"
"C3784","RALN","CD","23673","47","2335","350","6092","1560"
"C3785","RALN","CD","25378","510","2173","0","15188","0"
"C2241","RALN","CD","21556","265","1854","0","12732","86"
"C3786","RALN","CD","23719","237","2298","370","4264","823"
"C3787","RALN","CD","24336","230","2047","536","771","4120"
"C3788","RALN","CD","25545","431","2585","0","5695","2133"
"C3789","RALN","CD","21488","0","2037","139","6547","1779"
"C3790","RALN","CD","23780","515","2020","1016","6377","3493"
"C3791","RALN","CD","25378","0","2241","0","13099","459"
"C3793","RALN","CD","24895","116","2102","0","7083","1864"
"C3794","RALN","CD","22401","269","2065","221","2654","1343"
"C3795","RALN","CD","26511","64","2906","0","9146","0"
"C3797","RALN","CD","22570","0","2047","0","2381","2364"
"C3798","RALN","CD","23281","286","2852","0","13782","2426"
"C3800","RALN","CD","23959","134","2053","217","4830","3174"
"C3801","RALN","CD","25102","314","2127","205","8721","1008"
"C3802","RALN","CD","21686","0","2605","0","11629","407"
"C3803","RALN","CD","22204","71","2549","135","11142","21"
"C3805","RALN","CD","21167","694","2443","1873","9149","0"
"C3806","RALN","CD","26328","546","2211","0","9183","69"
"C3807","RALN","CD","25630","212","2403","757","6060","2921"
"C3808","RALN","CD","28343","32","2383","0","13102","0"
"C3810","RALN","CD","24232","268","2058","413","7654","4897"
"C3811","RALN","CD","22173","0","2448","0","9272","453"
"C3812","RALN","CD","26174","84","2967","470","10180","3641"
"C3816","RALN","CD","24338","0","2520","0","6526","0"
"C3817","RALN","CD","21167","2652","1998","1050","782","630"
"C3818","RALN","CD","26710","721","2695","0","6221","0"
"C3819","RALN","CD","25920","338","2221","382","1239","2336"
"C3820","RALN","CD","23478","476","2010","101","6291","3028"
"C3822","RALN","CD","24338","776","1346","0","795","1613"
"C3823","RALN","CD","23119","45","2758","0","9697","0"
"C3824","RALN","CD","25378","0","3124","0","15636","0"
"C3826","RALN","CD","24338","749","2952","0","13710","0"
"C3829","RALN","CD","22283","118","1880","105","4638","669"
"C3830","RALN","CD","25632","0","3162","0","11918","0"
"C3831","RALN","CD","28022","888","2047","2442","6786","7102"
"C3832","RALN","CD","24648","193","2257","329","3269","1291"
"C3833","RALN","CD","22850","39","2346","109","7245","1076"
"C3834","RALN","CD","23406","282","2545","286","9752","559"
"C3835","RALN","CD","26525","641","2498","569","10247","437"
"C3837","RALN","CD","24608","552","2114","0","12922","444"
"C3836","RALN","CD","24671","213","2299","0","3817","2077"
"C3840","RALN","CD","25014","236","2120","0","8664","0"
"C3841","RALN","CD","25802","526","2630","337","6814","2443"
"C3842","RALN","CD","25003","448","2288","184","2706","1106"
"C3843","RALN","CD","22044","0","2225","124","6149","603"
"C3845","RALN","CD","24858","332","3210","50","17283","0"
"C3846","RALN","CD","26511","1249","3330","0","14452","0"
"C3850","RALN","CD","23331","184","2174","1461","3315","974"
"C3852","RALN","CD","28343","270","2384","162","11165","1449"
"C3853","RALN","CD","23473","238","1990","210","7973","1523"
"C3854","RALN","CD","22743","118","1919","350","6173","3241"
"C3857","RALN","CD","23901","484","2217","268","4033","1783"
"C3858","RALN","CD","25378","270","2559","28","7139","1969"
"C3859","RALN","CD","23791","367","2030","0","10817","90"
"C3860","RALN","CD","26186","347","2999","526","12572","12"
"C3861","RALN","CD","27027","294","2446","715","7857","1268"
"C838","RALN","CD","23823","250","2611","410","9357","593"
"C3862","RALN","CD","24477","240","2383","279","5228","1066"
"C3863","RALN","CD","25378","0","2115","0","16968","0"
"C3864","RALN","CD","27427","598","3336","0","15281","179"
"C3866","RALN","CD","24922","186","2115","330","7612","808"
"C3865","RALN","CD","23313","312","2416","355","7379","365"
"C3867","RALN","CD","21167","363","1807","0","11282","0"
"C3868","RALN","CD","25945","997","2261","456","8501","0"
"C3869","RALN","CD","26751","397","2764","1020","7653","3871"
